# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),mx (),my (),mz (),E_total (J),E_anis (J),E_exch (J),E_demag (J),E_Zeeman (J)
0,795007.328,-5.78E-03,0,0.124000005,0,0,0.99375916,-7.23E-09,0,-1.60E-16,0,7.89E-19,3.33E-17,-1.94E-16
0,794968.32,-6.47E-03,0,0.12300001,0,0,0.9937104,-8.09E-09,0,-1.58E-16,0,7.95E-19,3.33E-17,-1.92E-16
0,794928.936,-5.52E-03,0,0.121999994,0,0,0.99366117,-6.90E-09,0,-1.57E-16,0,8.01E-19,3.33E-17,-1.91E-16
0,794889.2,-5.15E-03,0,0.121,0,0,0.9936115,-6.43E-09,0,-1.55E-16,0,8.08E-19,3.33E-17,-1.89E-16
0,794849.016,-7.21E-03,0,0.12,0,0,0.9935613,-9.01E-09,0,-1.53E-16,0,8.14E-19,3.33E-17,-1.88E-16
0,794808.56,-5.93E-03,0,0.11900001,0,0,0.9935107,-7.41E-09,0,-1.52E-16,0,8.20E-19,3.32E-17,-1.86E-16
0,794767.68,-5.19E-03,0,0.118000016,0,0,0.9934595,-6.48E-09,0,-1.50E-16,0,8.27E-19,3.32E-17,-1.84E-16
0,794726.4,-4.60E-03,0,0.11699999,0,0,0.993408,-5.76E-09,0,-1.49E-16,0,8.33E-19,3.32E-17,-1.83E-16
0,794684.8,-7.22E-03,0,0.116,0,0,0.993356,-9.03E-09,0,-1.47E-16,0,8.40E-19,3.32E-17,-1.81E-16
0,794642.8,-7.00E-03,0,0.115,0,0,0.9933035,-8.75E-09,0,-1.46E-16,0,8.46E-19,3.32E-17,-1.80E-16
0,794600.4,-8.16E-03,0,0.11400001,0,0,0.9932505,-1.02E-08,0,-1.44E-16,0,8.53E-19,3.32E-17,-1.78E-16
0,794557.68,-8.48E-03,0,0.11299999,0,0,0.9931971,-1.06E-08,0,-1.43E-16,0,8.60E-19,3.32E-17,-1.77E-16
0,794514.48,-8.80E-03,0,0.111999996,0,0,0.9931431,-1.10E-08,0,-1.41E-16,0,8.66E-19,3.31E-17,-1.75E-16
0,794470.88,-6.98E-03,0,0.111,0,0,0.9930886,-8.73E-09,0,-1.39E-16,0,8.73E-19,3.31E-17,-1.73E-16
0,794426.88,-8.06E-03,0,0.11000001,0,0,0.9930336,-1.01E-08,0,-1.38E-16,0,8.80E-19,3.31E-17,-1.72E-16
0,794382.432,-8.96E-03,0,0.10899998,0,0,0.99297804,-1.12E-08,0,-1.36E-16,0,8.87E-19,3.31E-17,-1.70E-16
0,794337.6,-8.38E-03,0,0.107999995,0,0,0.992922,-1.05E-08,0,-1.35E-16,0,8.94E-19,3.31E-17,-1.69E-16
0,794292.4,-7.98E-03,0,0.107,0,0,0.99286556,-9.98E-09,0,-1.33E-16,0,9.01E-19,3.31E-17,-1.67E-16
0,794246.768,-1.01E-02,0,0.106,0,0,0.9928084,-1.26E-08,0,-1.32E-16,0,9.08E-19,3.30E-17,-1.66E-16
0,794200.64,-8.81E-03,0,0.105000004,0,0,0.9927508,-1.10E-08,0,-1.30E-16,0,9.15E-19,3.30E-17,-1.64E-16
0,794154.24,-7.71E-03,0,0.10399999,0,0,0.9926927,-9.64E-09,0,-1.28E-16,0,9.22E-19,3.30E-17,-1.62E-16
0,794107.28,-8.47E-03,0,0.10299999,0,0,0.99263406,-1.06E-08,0,-1.27E-16,0,9.30E-19,3.30E-17,-1.61E-16
0,794059.944,-1.01E-02,0,0.102,0,0,0.99257493,-1.26E-08,0,-1.25E-16,0,9.37E-19,3.30E-17,-1.59E-16
0,794012.12,-8.50E-03,0,0.101,0,0,0.99251515,-1.06E-08,0,-1.24E-16,0,9.44E-19,3.30E-17,-1.58E-16
0,793963.92,-7.90E-03,0,0.10000001,0,0,0.9924549,-9.87E-09,0,-1.22E-16,0,9.52E-19,3.29E-17,-1.56E-16
0,793915.28,-9.19E-03,0,0.09899999,0,0,0.992394,-1.15E-08,0,-1.21E-16,0,9.59E-19,3.29E-17,-1.55E-16
0,793866.08,-9.00E-03,0,0.098,0,0,0.99233264,-1.12E-08,0,-1.19E-16,0,9.67E-19,3.29E-17,-1.53E-16
0,793816.52,-9.08E-03,0,0.097,0,0,0.99227065,-1.14E-08,0,-1.18E-16,0,9.75E-19,3.29E-17,-1.51E-16
0,793766.48,-9.09E-03,0,0.09600001,0,0,0.9922081,-1.14E-08,0,-1.16E-16,0,9.82E-19,3.29E-17,-1.50E-16
0,793715.92,-1.15E-02,0,0.095,0,0,0.99214494,-1.43E-08,0,-1.14E-16,0,9.90E-19,3.29E-17,-1.48E-16
0,793664.96,-1.07E-02,0,0.09399999,0,0,0.9920812,-1.34E-08,0,-1.13E-16,0,9.98E-19,3.28E-17,-1.47E-16
0,793613.52,-1.21E-02,0,0.093,0,0,0.9920169,-1.51E-08,0,-1.11E-16,0,1.01E-18,3.28E-17,-1.45E-16
0,793561.76,-1.36E-02,0,0.092,0,0,0.9919522,-1.70E-08,0,-1.10E-16,0,1.01E-18,3.28E-17,-1.44E-16
0,793509.28,-1.38E-02,0,0.091000006,0,0,0.9918866,-1.73E-08,0,-1.08E-16,0,1.02E-18,3.28E-17,-1.42E-16
0,793456.4,-1.30E-02,0,0.09,0,0,0.9918205,-1.63E-08,0,-1.07E-16,0,1.03E-18,3.28E-17,-1.40E-16
0,793403.152,-1.43E-02,0,0.088999994,0,0,0.9917539,-1.79E-08,0,-1.05E-16,0,1.04E-18,3.27E-17,-1.39E-16
0,793349.2,-1.10E-02,0,0.088,0,0,0.9916865,-1.38E-08,0,-1.03E-16,0,1.05E-18,3.27E-17,-1.37E-16
0,793294.904,-1.44E-02,0,0.087000005,0,0,0.99161863,-1.80E-08,0,-1.02E-16,0,1.05E-18,3.27E-17,-1.36E-16
0,793240.08,-1.51E-02,0,0.08600001,0,0,0.9915501,-1.89E-08,0,-1.00E-16,0,1.06E-18,3.27E-17,-1.34E-16
0,793184.76,-1.66E-02,0,0.08499999,0,0,0.99148095,-2.07E-08,0,-9.88E-17,0,1.07E-18,3.27E-17,-1.33E-16
0,793128.88,-1.42E-02,0,0.084,0,0,0.9914111,-1.77E-08,0,-9.72E-17,0,1.08E-18,3.27E-17,-1.31E-16
0,793072.608,-1.70E-02,0,0.083,0,0,0.99134076,-2.12E-08,0,-9.57E-17,0,1.09E-18,3.26E-17,-1.29E-16
0,793015.72,-1.86E-02,0,0.08200001,0,0,0.9912696,-2.33E-08,0,-9.41E-17,0,1.10E-18,3.26E-17,-1.28E-16
0,792958.32,-1.74E-02,0,0.081,0,0,0.9911979,-2.18E-08,0,-9.26E-17,0,1.11E-18,3.26E-17,-1.26E-16
0,792900.368,-2.14E-02,0,0.07999999,0,0,0.99112546,-2.68E-08,0,-9.10E-17,0,1.11E-18,3.26E-17,-1.25E-16
0,792842,-2.15E-02,0,0.079,0,0,0.9910524,-2.69E-08,0,-8.95E-17,0,1.12E-18,3.26E-17,-1.23E-16
0,792783.04,-2.29E-02,0,0.078,0,0,0.9909787,-2.86E-08,0,-8.79E-17,0,1.13E-18,3.26E-17,-1.22E-16
0,792723.464,-2.34E-02,0,0.077,0,0,0.99090433,-2.92E-08,0,-8.63E-17,0,1.14E-18,3.25E-17,-1.20E-16
0,792663.336,-2.72E-02,0,0.076,0,0,0.99082917,-3.40E-08,0,-8.48E-17,0,1.15E-18,3.25E-17,-1.18E-16
0,792602.8,-2.65E-02,0,0.074999996,0,0,0.9907534,-3.32E-08,0,-8.32E-17,0,1.16E-18,3.25E-17,-1.17E-16
0,792541.6,-2.98E-02,0,0.074,0,0,0.990677,-3.72E-08,0,-8.17E-17,0,1.17E-18,3.25E-17,-1.15E-16
0,792479.8,-3.17E-02,0,0.07300001,0,0,0.99059975,-3.97E-08,0,-8.01E-17,0,1.18E-18,3.25E-17,-1.14E-16
0,792417.576,-3.54E-02,0,0.072,0,0,0.99052197,-4.42E-08,0,-7.85E-17,0,1.19E-18,3.24E-17,-1.12E-16
0,792354.72,-3.76E-02,0,0.071,0,0,0.9904434,-4.70E-08,0,-7.70E-17,0,1.20E-18,3.24E-17,-1.11E-16
0,792291.36,-4.17E-02,0,0.07,0,0,0.9903642,-5.21E-08,0,-7.54E-17,0,1.21E-18,3.24E-17,-1.09E-16
0,792227.36,-4.30E-02,0,0.069,0,0,0.9902841,-5.37E-08,0,-7.39E-17,0,1.22E-18,3.24E-17,-1.07E-16
0,792162.72,-4.83E-02,0,0.06800001,0,0,0.9902034,-6.04E-08,0,-7.23E-17,0,1.23E-18,3.24E-17,-1.06E-16
0,792097.52,-5.28E-02,0,0.067,0,0,0.9901219,-6.60E-08,0,-7.08E-17,0,1.23E-18,3.24E-17,-1.04E-16
0,792031.72,-5.67E-02,0,0.06599999,0,0,0.99003965,-7.09E-08,0,-6.92E-17,0,1.24E-18,3.23E-17,-1.03E-16
0,791965.36,-6.05E-02,0,0.065,0,0,0.9899567,-7.56E-08,0,-6.76E-17,0,1.25E-18,3.23E-17,-1.01E-16
0,791898.344,-6.76E-02,0,0.064,0,0,0.98987293,-8.46E-08,0,-6.61E-17,0,1.26E-18,3.23E-17,-9.96E-17
0,791830.72,-7.66E-02,0,0.063,0,0,0.9897885,-9.57E-08,0,-6.45E-17,0,1.27E-18,3.23E-17,-9.81E-17
0,791762.56,-8.74E-02,0,0.062000003,0,0,0.98970324,-1.09E-07,0,-6.30E-17,0,1.28E-18,3.23E-17,-9.65E-17
0,791693.736,-9.36E-02,0,0.060999997,0,0,0.98961717,-1.17E-07,0,-6.14E-17,0,1.29E-18,3.22E-17,-9.49E-17
0,791624.24,-1.10E-01,0,0.06,0,0,0.9895303,-1.37E-07,0,-5.99E-17,0,1.31E-18,3.22E-17,-9.34E-17
0,791554.16,-1.25E-01,0,0.059000008,0,0,0.9894427,-1.56E-07,0,-5.83E-17,0,1.32E-18,3.22E-17,-9.18E-17
0,791483.4,-1.40E-01,0,0.058,0,0,0.98935425,-1.75E-07,0,-5.67E-17,0,1.33E-18,3.22E-17,-9.03E-17
0,791412.08,-1.62E-01,0,0.057000004,0,0,0.9892651,-2.03E-07,0,-5.52E-17,0,1.34E-18,3.22E-17,-8.87E-17
0,791340,-1.89E-01,0,0.055999998,0,0,0.989175,-2.36E-07,0,-5.36E-17,0,1.35E-18,3.21E-17,-8.71E-17
0,791267.392,-2.23E-01,0,0.055000003,0,0,0.9890841,-2.78E-07,0,-5.21E-17,0,1.36E-18,3.21E-17,-8.56E-17
0,791193.96,-2.62E-01,0,0.053999998,0,0,0.98899245,-3.27E-07,0,-5.05E-17,0,1.37E-18,3.21E-17,-8.40E-17
0,791119.92,-3.07E-01,0,0.053,0,0,0.9888999,-3.84E-07,0,-4.90E-17,0,1.38E-18,3.21E-17,-8.24E-17
0,791045.24,-3.61E-01,0,0.051999994,0,0,0.9888066,-4.51E-07,0,-4.74E-17,0,1.39E-18,3.21E-17,-8.09E-17
0,790969.92,-4.38E-01,0,0.051,0,0,0.9887124,-5.48E-07,0,-4.59E-17,0,1.40E-18,3.21E-17,-7.93E-17
0,790893.792,-5.31E-01,0,0.050000004,0,0,0.98861724,-6.64E-07,0,-4.43E-17,0,1.41E-18,3.20E-17,-7.77E-17
0,790817.072,-6.34E-01,0,0.049,0,0,0.9885213,-7.93E-07,0,-4.27E-17,0,1.42E-18,3.20E-17,-7.62E-17
0,790739.632,-7.69E-01,0,0.048000004,0,0,0.9884246,-9.62E-07,0,-4.12E-17,0,1.43E-18,3.20E-17,-7.46E-17
0,790661.36,-9.55E-01,0,0.046999995,0,0,0.9883268,-1.19E-06,0,-3.96E-17,0,1.45E-18,3.20E-17,-7.31E-17
0,790582.56,-1.21E+00,0,0.046,0,0,0.9882282,-1.51E-06,0,-3.81E-17,0,1.46E-18,3.20E-17,-7.15E-17
0,790502.96,-1.50E+00,0,0.045,0,0,0.98812866,-1.88E-06,0,-3.65E-17,0,1.47E-18,3.19E-17,-6.99E-17
0,790422.64,-1.90E+00,0,0.044,0,0,0.9880283,-2.37E-06,0,-3.50E-17,0,1.48E-18,3.19E-17,-6.84E-17
0,790341.568,-2.47E+00,0,0.043000005,0,0,0.98792696,-3.09E-06,0,-3.34E-17,0,1.49E-18,3.19E-17,-6.68E-17
0,790259.76,-3.19E+00,0,0.042,0,0,0.9878247,-3.99E-06,0,-3.19E-17,0,1.50E-18,3.19E-17,-6.53E-17
0,783981.896,37648.836,0,0.041000005,0,0,0.9799773,0.047061045,0,-3.05E-17,0,1.69E-18,3.10E-17,-6.32E-17
0,783668.616,38309.656,0,0.039999995,0,0,0.9795858,0.04788707,0,-2.89E-17,0,1.71E-18,3.10E-17,-6.16E-17
0,783350.96,38968.1816,0,0.039,0,0,0.97918874,0.048710227,0,-2.74E-17,0,1.72E-18,3.09E-17,-6.01E-17
0,783030.48,39620.5488,0,0.038,0,0,0.9787881,0.049525686,0,-2.59E-17,0,1.74E-18,3.09E-17,-5.85E-17
0,782707.12,40266.4992,0,0.037,0,0,0.9783839,0.050333124,0,-2.43E-17,0,1.76E-18,3.09E-17,-5.69E-17
0,782380.768,40907.3712,0,0.036,0,0,0.97797585,0.051134214,0,-2.28E-17,0,1.78E-18,3.08E-17,-5.54E-17
0,782051.28,41543.128,0,0.035,0,0,0.9775641,0.05192891,0,-2.12E-17,0,1.79E-18,3.08E-17,-5.38E-17
0,781718.584,42174.552,0,0.034000006,0,0,0.97714823,0.05271819,0,-1.97E-17,0,1.81E-18,3.07E-17,-5.23E-17
0,781382.48,42802.1256,0,0.032999996,0,0,0.9767281,0.053502653,0,-1.82E-17,0,1.83E-18,3.07E-17,-5.07E-17
0,781043.152,43425.7,0,0.032,0,0,0.97630394,0.05428212,0,-1.66E-17,0,1.85E-18,3.07E-17,-4.91E-17
0,780700.16,44046.3904,0,0.031000001,0,0,0.9758752,0.055057988,0,-1.51E-17,0,1.86E-18,3.06E-17,-4.76E-17
0,780353.76,44664.0048,0,0.03,0,0,0.9754422,0.055830006,0,-1.36E-17,0,1.88E-18,3.06E-17,-4.60E-17
0,780003.76,45278.868,0,0.029,0,0,0.9750046,0.056598585,0,-1.20E-17,0,1.90E-18,3.05E-17,-4.45E-17
0,779649.64,45892.34,0,0.027999999,0,0,0.97456205,0.057365417,0,-1.05E-17,0,1.92E-18,3.05E-17,-4.29E-17
0,779292.08,46502.416,0,0.026999999,0,0,0.9741151,0.05812802,0,-8.97E-18,0,1.94E-18,3.05E-17,-4.14E-17
0,778930.4,47111.6368,0,0.025999997,0,0,0.973663,0.058889546,0,-7.44E-18,0,1.96E-18,3.04E-17,-3.98E-17
0,778564.456,47719.5624,0,0.025000002,0,0,0.97320557,0.059649453,0,-5.91E-18,0,1.97E-18,3.04E-17,-3.83E-17
0,778194.48,48326.188,0,0.024000002,0,0,0.97274315,0.06040773,0,-4.38E-18,0,1.99E-18,3.04E-17,-3.67E-17
0,777820,48932.3736,0,0.023,0,0,0.9722751,0.06116546,0,-2.85E-18,0,2.01E-18,3.03E-17,-3.52E-17
0,777441.408,49537.596,0,0.022,0,0,0.97180176,0.061921995,0,-1.32E-18,0,2.03E-18,3.03E-17,-3.36E-17
0,777058.128,50142.4848,0,0.021,0,0,0.97132266,0.0626781,0,2.10E-19,0,2.05E-18,3.02E-17,-3.21E-17
0,776670.12,50747.472,0,0.019999998,0,0,0.97083765,0.06343434,0,1.74E-18,0,2.07E-18,3.02E-17,-3.05E-17
0,776277.4,51352.464,0,0.019,0,0,0.9703467,0.06419058,0,3.26E-18,0,2.09E-18,3.02E-17,-2.90E-17
0,775879.6,51958.296,0,0.018,0,0,0.9698495,0.06494787,0,4.79E-18,0,2.11E-18,3.01E-17,-2.75E-17
0,775477.04,52563.872,0,0.017000003,0,0,0.9693463,0.065704845,0,6.32E-18,0,2.12E-18,3.01E-17,-2.59E-17
0,775069.24,53170.504,0,0.016,0,0,0.96883655,0.06646313,0,7.84E-18,0,2.14E-18,3.01E-17,-2.44E-17
0,774656,53778.2192,0,0.015,0,0,0.96832,0.067222774,0,9.36E-18,0,2.16E-18,3.00E-17,-2.28E-17
0,774237.44,54387.0688,0,0.014,0,0,0.9677968,0.067983836,0,1.09E-17,0,2.18E-18,3.00E-17,-2.13E-17
0,773813.152,54997.584,0,0.012999998,0,0,0.96726644,0.06874698,0,1.24E-17,0,2.20E-18,3.00E-17,-1.98E-17
0,773383.096,55609.648,0,0.012000001,0,0,0.96672887,0.06951206,0,1.39E-17,0,2.22E-18,3.00E-17,-1.82E-17
0,772947.12,56223.416,0,0.011,0,0,0.9661839,0.07027927,0,1.54E-17,0,2.24E-18,2.99E-17,-1.67E-17
0,772505.096,56839.4,0,0.009999999,0,0,0.96563137,0.07104925,0,1.70E-17,0,2.26E-18,2.99E-17,-1.52E-17
0,772056.912,57457.244,0,0.009,0,0,0.9650712,0.071821555,0,1.85E-17,0,2.28E-18,2.99E-17,-1.37E-17
0,771602.24,58077.848,0,0.008,0,0,0.9645028,0.07259731,0,2.00E-17,0,2.30E-18,2.98E-17,-1.21E-17
0,771141.008,58700.92,0,0.007,0,0,0.9639262,0.07337615,0,2.15E-17,0,2.32E-18,2.98E-17,-1.06E-17
0,770673.088,59326.664,0,0.006000001,0,0,0.96334136,0.07415833,0,2.30E-17,0,2.34E-18,2.98E-17,-9.09E-18
0,770198.08,59955.56,0,0.004999999,0,0,0.96274763,0.07494445,0,2.46E-17,0,2.36E-18,2.98E-17,-7.57E-18
0,769715.88,60587.672,0,0.004,0,0,0.9621449,0.07573459,0,2.61E-17,0,2.39E-18,2.97E-17,-6.05E-18
0,769226.456,61223.096,0,0.003,0,0,0.96153307,0.07652886,0,2.76E-17,0,2.41E-18,2.97E-17,-4.54E-18
0,768729.2,61862.432,0,0.002,0,0,0.96091163,0.07732804,0,2.91E-17,0,2.43E-18,2.97E-17,-3.02E-18
0,768224.528,62505.192,0,0.001,0,0,0.96028066,0.07813149,0,3.06E-17,0,2.45E-18,2.97E-17,-1.51E-18
0,767711.52,63152.3488,0,-1.32E-16,0,0,0.95963943,0.07894044,0,3.21E-17,0,2.47E-18,2.96E-17,1.99E-31
0,767190,63804.168,0,-0.001,0,0,0.9589875,0.07975521,0,3.36E-17,0,2.49E-18,2.96E-17,1.51E-18
0,766660.8,64459.2288,0,-0.002,0,0,0.958326,0.08057402,0,3.51E-17,0,2.52E-18,2.96E-17,3.01E-18
0,766122.44,65119.404,0,-0.003,0,0,0.95765305,0.081399255,0,3.66E-17,0,2.54E-18,2.96E-17,4.52E-18
0,765575.12,65784.576,0,-0.004,0,0,0.9569689,0.08223072,0,3.81E-17,0,2.56E-18,2.96E-17,6.02E-18
0,765018.4,66454.896,0,-0.004999999,0,0,0.956273,0.08306862,0,3.96E-17,0,2.58E-18,2.95E-17,7.52E-18
0,764452.264,67130.376,0,-0.006000001,0,0,0.95556533,0.08391297,0,4.11E-17,0,2.61E-18,2.95E-17,9.02E-18
0,763875.6,67812.384,0,-0.007,0,0,0.9548445,0.08476548,0,4.26E-17,0,2.63E-18,2.95E-17,1.05E-17
0,763289.92,68498.472,0,-0.008,0,0,0.9541124,0.08562308,0,4.42E-17,0,2.65E-18,2.95E-17,1.20E-17
0,762692.56,69192.704,0,-0.009,0,0,0.9533658,0.08649088,0,4.57E-17,0,2.68E-18,2.95E-17,1.35E-17
0,762085.632,69890.8208,0,-0.009999999,0,0,0.95260704,0.087363526,0,4.71E-17,0,2.70E-18,2.95E-17,1.50E-17
0,761466.8,70596.888,0,-0.011,0,0,0.9518335,0.08824611,0,4.86E-17,0,2.72E-18,2.95E-17,1.65E-17
0,760836.504,71309.5008,0,-0.012000001,0,0,0.95104563,0.089136876,0,5.01E-17,0,2.75E-18,2.94E-17,1.80E-17
0,760194.24,72029.4832,0,-0.012999998,0,0,0.9502428,0.090036854,0,5.16E-17,0,2.77E-18,2.94E-17,1.94E-17
0,759539.56,72756.896,0,-0.014,0,0,0.94942445,0.09094612,0,5.31E-17,0,2.80E-18,2.94E-17,2.09E-17
0,758872.608,73491.552,0,-0.015,0,0,0.9485908,0.09186444,0,5.46E-17,0,2.83E-18,2.94E-17,2.24E-17
0,758192.08,74234.6,0,-0.016,0,0,0.9477401,0.09279324,0,5.61E-17,0,2.85E-18,2.94E-17,2.39E-17
0,757498.08,74985.844,0,-0.017000003,0,0,0.9468726,0.093732305,0,5.76E-17,0,2.88E-18,2.94E-17,2.53E-17
0,756789.68,75745.944,0,-0.018,0,0,0.9459871,0.09468243,0,5.91E-17,0,2.91E-18,2.94E-17,2.68E-17
0,756066.992,76514.864,0,-0.019,0,0,0.94508374,0.09564358,0,6.06E-17,0,2.93E-18,2.94E-17,2.82E-17
0,755329.224,77292.96,0,-0.019999998,0,0,0.9441615,0.0966162,0,6.21E-17,0,2.96E-18,2.94E-17,2.97E-17
0,754575.632,78080.9168,0,-0.021,0,0,0.94321954,0.097601146,0,6.36E-17,0,2.99E-18,2.94E-17,3.12E-17
0,753805.872,78878.872,0,-0.022,0,0,0.94225734,0.09859859,0,6.50E-17,0,3.02E-18,2.94E-17,3.26E-17
0,753019.096,79687.608,0,-0.023,0,0,0.94127387,0.099609524,0,6.65E-17,0,3.05E-18,2.94E-17,3.41E-17
0,752214.8,80507.136,0,-0.024000002,0,0,0.9402685,0.10063392,0,6.80E-17,0,3.08E-18,2.94E-17,3.55E-17
0,751392.32,81338.384,0,-0.025000002,0,0,0.9392404,0.10167298,0,6.95E-17,0,3.11E-18,2.94E-17,3.69E-17
0,750550.88,82181.064,0,-0.025999997,0,0,0.9381886,0.10272634,0,7.10E-17,0,3.14E-18,2.94E-17,3.84E-17
0,749689.864,83036.244,0,-0.026999999,0,0,0.93711233,0.103795305,0,7.24E-17,0,3.17E-18,2.95E-17,3.98E-17
0,748808.4,83904.26,0,-0.027999999,0,0,0.9360105,0.10488032,0,7.39E-17,0,3.20E-18,2.95E-17,4.12E-17
0,747905.52,84785.724,0,-0.029,0,0,0.9348818,0.105982155,0,7.54E-17,0,3.23E-18,2.95E-17,4.26E-17
0,746980.16,85681.592,0,-0.03,0,0,0.9337252,0.10710199,0,7.68E-17,0,3.27E-18,2.95E-17,4.41E-17
0,746032.048,86591.328,0,-0.031000001,0,0,0.9325401,0.10823915,0,7.83E-17,0,3.30E-18,2.95E-17,4.55E-17
0,745059.44,87516.88,0,-0.032,0,0,0.9313243,0.1093961,0,7.98E-17,0,3.33E-18,2.96E-17,4.69E-17
0,744061.52,88458.408,0,-0.032999996,0,0,0.9300769,0.110573016,0,8.12E-17,0,3.37E-18,2.96E-17,4.83E-17
0,743037.416,89416.216,0,-0.034000006,0,0,0.92879677,0.11177027,0,8.27E-17,0,3.41E-18,2.96E-17,4.97E-17
0,741985.8,90391.248,0,-0.035,0,0,0.92748225,0.11298907,0,8.42E-17,0,3.44E-18,2.97E-17,5.11E-17
0,740904.88,91385.112,0,-0.036,0,0,0.9261311,0.11423139,0,8.56E-17,0,3.48E-18,2.97E-17,5.24E-17
0,739793.84,92397.8032,0,-0.037,0,0,0.9247423,0.115497254,0,8.71E-17,0,3.52E-18,2.97E-17,5.38E-17
0,738650.88,93430.608,0,-0.038,0,0,0.9233137,0.11678825,0,8.85E-17,0,3.56E-18,2.98E-17,5.52E-17
0,737474.44,94484.568,0,-0.039,0,0,0.92184305,0.11810571,0,9.00E-17,0,3.60E-18,2.98E-17,5.65E-17
0,736263.04,95560.348,0,-0.039999995,0,0,0.9203288,0.119450435,0,9.14E-17,0,3.65E-18,2.99E-17,5.79E-17
0,735014.56,96659.576,0,-0.041000005,0,0,0.9187682,0.12082447,0,9.29E-17,0,3.69E-18,2.99E-17,5.92E-17
0,733727.168,97782.984,0,-0.042,0,0,0.91715896,0.12222873,0,9.43E-17,0,3.73E-18,3.00E-17,6.06E-17
