# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),mx (),my (),mz (),E_total (J),E_anis (J),E_exch (J),E_demag (J),E_Zeeman (J)
0,1651033.848,-1.86E-02,0,0.065,0,0,0.96551687,-1.09E-08,0,-7.3E-17,0,6.99E-18,1.31E-16,-2.11E-16
0,1650621.276,-1.4E-02,0,0.064,0,0,0.9652756,-8.16E-09,0,-6.98E-17,0,7.02E-18,1.31E-16,-2.08E-16
0,1650205.814,-7.93E-03,0,0.063,0,0,0.96503264,-4.63E-09,0,-6.65E-17,0,7.05E-18,1.31E-16,-2.04E-16
0,1649787.822,-1.29E-02,0,0.062000003,0,0,0.9647882,-7.56E-09,0,-6.33E-17,0,7.08E-18,1.31E-16,-2.01E-16
0,1649366.82,-1.18E-02,0,0.060999997,0,0,0.964542,-6.92E-09,0,-6E-17,0,7.11E-18,1.31E-16,-1.98E-16
0,1648943.168,-1.45E-02,0,0.06,0,0,0.9642944,-8.46E-09,0,-5.68E-17,0,7.14E-18,1.31E-16,-1.95E-16
0,1648516.779,-1.42E-02,0,0.059000008,0,0,0.9640449,-8.29E-09,0,-5.35E-17,0,7.18E-18,1.31E-16,-1.91E-16
0,1648087.398,-1.35E-02,0,0.058,0,0,0.9637938,-7.88E-09,0,-5.03E-17,0,7.21E-18,1.3E-16,-1.88E-16
0,1647655.161,-9.88E-03,0,0.057000004,0,0,0.9635411,-5.78E-09,0,-4.71E-17,0,7.24E-18,1.3E-16,-1.85E-16
0,1647219.915,-9.34E-03,0,0.055999998,0,0,0.9632866,-5.46E-09,0,-4.38E-17,0,7.27E-18,1.3E-16,-1.81E-16
0,1646781.574,-2.18E-02,0,0.055000003,0,0,0.9630303,-1.28E-08,0,-4.06E-17,0,7.3E-18,1.3E-16,-1.78E-16
0,1646340.342,-1.7E-02,0,0.053999998,0,0,0.9627722,-9.92E-09,0,-3.73E-17,0,7.33E-18,1.3E-16,-1.75E-16
0,1645895.948,-1.18E-02,0,0.053,0,0,0.96251225,-6.93E-09,0,-3.41E-17,0,7.37E-18,1.3E-16,-1.72E-16
0,1645448.526,-1.32E-02,0,0.051999994,0,0,0.96225053,-7.71E-09,0,-3.09E-17,0,7.4E-18,1.3E-16,-1.68E-16
0,1644997.702,-1.18E-02,0,0.051,0,0,0.96198696,-6.9E-09,0,-2.76E-17,0,7.43E-18,1.3E-16,-1.65E-16
0,1644543.594,-1.62E-02,0,0.050000004,0,0,0.96172154,-9.47E-09,0,-2.44E-17,0,7.46E-18,1.3E-16,-1.62E-16
0,1644086.391,-1.75E-02,0,0.049,0,0,0.96145403,-1.03E-08,0,-2.12E-17,0,7.5E-18,1.3E-16,-1.58E-16
0,1643625.666,-1.23E-02,0,0.048000004,0,0,0.9611846,-7.18E-09,0,-1.79E-17,0,7.53E-18,1.3E-16,-1.55E-16
0,1643161.846,-1.53E-02,0,0.046999995,0,0,0.96091336,-8.93E-09,0,-1.47E-17,0,7.56E-18,1.3E-16,-1.52E-16
0,1642694.229,-1.75E-02,0,0.046,0,0,0.96063995,-1.02E-08,0,-1.15E-17,0,7.6E-18,1.29E-16,-1.49E-16
0,1642223.124,-1.35E-02,0,0.045,0,0,0.9603645,-7.88E-09,0,-8.25E-18,0,7.63E-18,1.29E-16,-1.45E-16
0,1641748.667,-1.74E-02,0,0.044,0,0,0.96008694,-1.02E-08,0,-5.02E-18,0,7.67E-18,1.29E-16,-1.42E-16
0,1641270.654,-1.73E-02,0,0.043000005,0,0,0.9598074,-1.01E-08,0,-1.79E-18,0,7.7E-18,1.29E-16,-1.39E-16
0,1640788.776,-2.06E-02,0,0.042,0,0,0.9595256,-1.21E-08,0,1.43E-18,0,7.73E-18,1.29E-16,-1.35E-16
0,1640303.136,-1.4E-02,0,0.041000005,0,0,0.95924157,-8.21E-09,0,4.66E-18,0,7.77E-18,1.29E-16,-1.32E-16
0,1639813.905,-1.71E-02,0,0.039999995,0,0,0.9589555,-1E-08,0,7.88E-18,0,7.8E-18,1.29E-16,-1.29E-16
0,1639320.638,-2.63E-02,0,0.039,0,0,0.95866704,-1.54E-08,0,1.11E-17,0,7.84E-18,1.29E-16,-1.26E-16
0,1638823.815,-2.43E-02,0,0.038,0,0,0.9583765,-1.42E-08,0,1.43E-17,0,7.88E-18,1.29E-16,-1.22E-16
0,1638322.785,-1.72E-02,0,0.037,0,0,0.9580835,-1.01E-08,0,1.76E-17,0,7.91E-18,1.29E-16,-1.19E-16
0,1637817.993,-2.02E-02,0,0.036,0,0,0.95778817,-1.18E-08,0,2.08E-17,0,7.95E-18,1.29E-16,-1.16E-16
0,1637308.652,-1.87E-02,0,0.035,0,0,0.95749044,-1.09E-08,0,2.4E-17,0,7.99E-18,1.29E-16,-1.13E-16
0,1636795.584,-1.87E-02,0,0.034000006,0,0,0.9571904,-1.09E-08,0,2.72E-17,0,8.02E-18,1.29E-16,-1.09E-16
0,1636277.967,-1.34E-02,0,0.032999996,0,0,0.9568877,-7.85E-09,0,3.04E-17,0,8.06E-18,1.29E-16,-1.06E-16
0,1635756.656,-2.07E-02,0,0.032,0,0,0.9565829,-1.21E-08,0,3.36E-17,0,8.1E-18,1.28E-16,-1.03E-16
0,1635230.541,-1.7E-02,0,0.031000001,0,0,0.95627517,-9.92E-09,0,3.69E-17,0,8.13E-18,1.28E-16,-9.97E-17
0,1634700.15,-2.75E-02,0,0.03,0,0,0.955965,-1.61E-08,0,4.01E-17,0,8.17E-18,1.28E-16,-9.64E-17
0,1634165.33,-2.07E-02,0,0.029,0,0,0.95565224,-1.21E-08,0,4.33E-17,0,8.21E-18,1.28E-16,-9.32E-17
0,1633626.048,-1.9E-02,0,0.027999999,0,0,0.95533687,-1.11E-08,0,4.65E-17,0,8.25E-18,1.28E-16,-8.99E-17
0,1633081.977,-2.06E-02,0,0.026999999,0,0,0.9550187,-1.21E-08,0,4.97E-17,0,8.29E-18,1.28E-16,-8.67E-17
0,1632533.409,-1.5E-02,0,0.025999997,0,0,0.95469785,-8.75E-09,0,5.29E-17,0,8.33E-18,1.28E-16,-8.35E-17
0,1631979.882,-1.83E-02,0,0.025000002,0,0,0.9543742,-1.07E-08,0,5.61E-17,0,8.37E-18,1.28E-16,-8.02E-17
0,1631421.738,-2.06E-02,0,0.024000002,0,0,0.95404786,-1.2E-08,0,5.93E-17,0,8.41E-18,1.28E-16,-7.7E-17
0,1630858.806,-2.31E-02,0,0.023,0,0,0.95371854,-1.35E-08,0,6.25E-17,0,8.45E-18,1.28E-16,-7.37E-17
0,1630290.402,-1.56E-02,0,0.022,0,0,0.9533862,-9.11E-09,0,6.58E-17,0,8.49E-18,1.28E-16,-7.05E-17
0,1629717.261,-2.27E-02,0,0.021,0,0,0.953051,-1.33E-08,0,6.9E-17,0,8.53E-18,1.28E-16,-6.73E-17
0,1629139.059,-2.18E-02,0,0.019999998,0,0,0.95271295,-1.28E-08,0,7.22E-17,0,8.57E-18,1.28E-16,-6.41E-17
0,1628555.539,-2.21E-02,0,0.019,0,0,0.9523716,-1.29E-08,0,7.54E-17,0,8.62E-18,1.28E-16,-6.08E-17
0,1627966.615,-2.44E-02,0,0.018,0,0,0.95202726,-1.43E-08,0,7.86E-17,0,8.66E-18,1.28E-16,-5.76E-17
0,1627371.945,-2.15E-02,0,0.017000003,0,0,0.9516795,-1.26E-08,0,8.18E-17,0,8.7E-18,1.27E-16,-5.44E-17
0,1626772.59,-2.43E-02,0,0.016,0,0,0.95132893,-1.42E-08,0,8.5E-17,0,8.74E-18,1.27E-16,-5.12E-17
0,1626167.353,-2.23E-02,0,0.015,0,0,0.950975,-1.31E-08,0,8.82E-17,0,8.79E-18,1.27E-16,-4.8E-17
0,1625556.267,-2.03E-02,0,0.014,0,0,0.9506177,-1.19E-08,0,9.14E-17,0,8.83E-18,1.27E-16,-4.47E-17
0,1624939.367,-2.06E-02,0,0.012999998,0,0,0.95025694,-1.21E-08,0,9.46E-17,0,8.88E-18,1.27E-16,-4.15E-17
0,1624316.859,-2.17E-02,0,0.012000001,0,0,0.9498928,-1.27E-08,0,9.77E-17,0,8.92E-18,1.27E-16,-3.83E-17
0,1623688.263,-1.94E-02,0,0.011,0,0,0.9495253,-1.13E-08,0,1.01E-16,0,8.97E-18,1.27E-16,-3.51E-17
0,1623053.511,-1.78E-02,0,0.009999999,0,0,0.9491541,-1.04E-08,0,1.04E-16,0,9.01E-18,1.27E-16,-3.19E-17
0,1622412.877,-2.17E-02,0,0.009,0,0,0.94877946,-1.27E-08,0,1.07E-16,0,9.06E-18,1.27E-16,-2.87E-17
0,1621765.265,-1.59E-02,0,0.008,0,0,0.94840074,-9.3E-09,0,1.11E-16,0,9.1E-18,1.27E-16,-2.55E-17
0,1621112.148,-2.43E-02,0,0.007,0,0,0.9480188,-1.42E-08,0,1.14E-16,0,9.15E-18,1.27E-16,-2.23E-17
0,1620452.174,-2.55E-02,0,0.006000001,0,0,0.94763285,-1.49E-08,0,1.17E-16,0,9.2E-18,1.27E-16,-1.91E-17
0,1619785.701,-1.82E-02,0,0.004999999,0,0,0.9472431,-1.07E-08,0,1.2E-16,0,9.25E-18,1.27E-16,-1.59E-17
0,1619112.389,-2.51E-02,0,0.004,0,0,0.9468493,-1.47E-08,0,1.23E-16,0,9.3E-18,1.27E-16,-1.27E-17
0,1618432.236,-2.38E-02,0,0.003,0,0,0.9464516,-1.39E-08,0,1.26E-16,0,9.35E-18,1.27E-16,-9.55E-18
0,1617745.158,-2.62E-02,0,0.002,0,0,0.9460498,-1.53E-08,0,1.3E-16,0,9.4E-18,1.27E-16,-6.36E-18
0,1617051.069,-2.02E-02,0,0.001,0,0,0.9456439,-1.18E-08,0,1.33E-16,0,9.45E-18,1.27E-16,-3.18E-18
0,1616349.627,-1.72E-02,0,-1.32E-16,0,0,0.94523376,-1.01E-08,0,1.36E-16,0,9.5E-18,1.26E-16,4.19E-31
0,1615641.174,-2.32E-02,0,-0.001,0,0,0.9448194,-1.36E-08,0,1.39E-16,0,9.55E-18,1.26E-16,3.18E-18
0,1614924.855,-2.54E-02,0,-0.002,0,0,0.9444005,-1.49E-08,0,1.42E-16,0,9.6E-18,1.26E-16,6.35E-18
0,1614201.08,-2.39E-02,0,-0.003,0,0,0.9439773,-1.4E-08,0,1.46E-16,0,9.65E-18,1.26E-16,9.52E-18
0,1613469.645,-2.15E-02,0,-0.004,0,0,0.9435495,-1.26E-08,0,1.49E-16,0,9.7E-18,1.26E-16,1.27E-17
0,1612730.241,-2.69E-02,0,-0.004999999,0,0,0.94311714,-1.57E-08,0,1.52E-16,0,9.76E-18,1.26E-16,1.59E-17
0,1611982.8,-2.35E-02,0,-0.006000001,0,0,0.94268,-1.38E-08,0,1.55E-16,0,9.81E-18,1.26E-16,1.9E-17
0,1611227.322,-2.35E-02,0,-0.007,0,0,0.9422381,-1.38E-08,0,1.58E-16,0,9.87E-18,1.26E-16,2.22E-17
0,1610463.294,-2.48E-02,0,-0.008,0,0,0.9417914,-1.45E-08,0,1.61E-16,0,9.92E-18,1.26E-16,2.53E-17
0,1609691.144,-2.45E-02,0,-0.009,0,0,0.94133985,-1.43E-08,0,1.65E-16,0,9.98E-18,1.26E-16,2.85E-17
0,1608909.998,-3.17E-02,0,-0.009999999,0,0,0.940883,-1.85E-08,0,1.68E-16,0,1E-17,1.26E-16,3.16E-17
0,1608119.91,-2.56E-02,0,-0.011,0,0,0.9404211,-1.5E-08,0,1.71E-16,0,1.01E-17,1.26E-16,3.48E-17
0,1607321.169,-2.33E-02,0,-0.012000001,0,0,0.9399539,-1.36E-08,0,1.74E-16,0,1.02E-17,1.26E-16,3.79E-17
0,1606512.681,-2.38E-02,0,-0.012999998,0,0,0.9394811,-1.39E-08,0,1.77E-16,0,1.02E-17,1.26E-16,4.11E-17
0,1605695.729,-2.59E-02,0,-0.014,0,0,0.93900335,-1.51E-08,0,1.8E-16,0,1.03E-17,1.26E-16,4.42E-17
0,1604868.926,-2.32E-02,0,-0.015,0,0,0.9385198,-1.35E-08,0,1.83E-16,0,1.03E-17,1.26E-16,4.73E-17
0,1604032.326,-2.3E-02,0,-0.016,0,0,0.9380306,-1.35E-08,0,1.87E-16,0,1.04E-17,1.26E-16,5.05E-17
0,1603185.876,-2.46E-02,0,-0.017000003,0,0,0.93753564,-1.44E-08,0,1.9E-16,0,1.05E-17,1.26E-16,5.36E-17
0,1602329.166,-2.53E-02,0,-0.018,0,0,0.9370346,-1.48E-08,0,1.93E-16,0,1.05E-17,1.26E-16,5.67E-17
0,1601462.316,-2.73E-02,0,-0.019,0,0,0.93652767,-1.59E-08,0,1.96E-16,0,1.06E-17,1.26E-16,5.98E-17
0,1600584.624,-2.59E-02,0,-0.019999998,0,0,0.9360144,-1.52E-08,0,1.99E-16,0,1.06E-17,1.26E-16,6.29E-17
0,1599696.689,-2.33E-02,0,-0.021,0,0,0.9354952,-1.36E-08,0,2.02E-16,0,1.07E-17,1.26E-16,6.6E-17
0,1598797.503,-2.41E-02,0,-0.022,0,0,0.9349693,-1.41E-08,0,2.06E-16,0,1.08E-17,1.26E-16,6.92E-17
0,1597887.031,-2.32E-02,0,-0.023,0,0,0.9344369,-1.36E-08,0,2.09E-16,0,1.08E-17,1.26E-16,7.23E-17
0,1596965.409,-2.35E-02,0,-0.024000002,0,0,0.9338979,-1.37E-08,0,2.12E-16,0,1.09E-17,1.26E-16,7.54E-17
0,1596031.92,-2.41E-02,0,-0.025000002,0,0,0.933352,-1.41E-08,0,2.15E-16,0,1.1E-17,1.26E-16,7.84E-17
0,1595086.632,-2.7E-02,0,-0.025999997,0,0,0.9327991,-1.58E-08,0,2.18E-16,0,1.1E-17,1.25E-16,8.15E-17
0,1594129.032,-2.23E-02,0,-0.026999999,0,0,0.9322391,-1.31E-08,0,2.21E-16,0,1.11E-17,1.25E-16,8.46E-17
0,1593158.881,-2.65E-02,0,-0.027999999,0,0,0.93167186,-1.55E-08,0,2.24E-16,0,1.12E-17,1.25E-16,8.77E-17
0,1592176.127,-3.13E-02,0,-0.029,0,0,0.93109715,-1.83E-08,0,2.27E-16,0,1.13E-17,1.25E-16,9.08E-17
0,1591180.53,-2.53E-02,0,-0.03,0,0,0.93051493,-1.48E-08,0,2.31E-16,0,1.13E-17,1.25E-16,9.39E-17
0,1590171.237,-2.98E-02,0,-0.031000001,0,0,0.9299247,-1.74E-08,0,2.34E-16,0,1.14E-17,1.25E-16,9.69E-17
0,1589148.572,-3E-02,0,-0.032,0,0,0.92932665,-1.75E-08,0,2.37E-16,0,1.15E-17,1.25E-16,1E-16
0,1588112.226,-1.99E-02,0,-0.032999996,0,0,0.9287206,-1.16E-08,0,2.4E-16,0,1.16E-17,1.25E-16,1.03E-16
0,1587061.688,-2.29E-02,0,-0.034000006,0,0,0.92810625,-1.34E-08,0,2.43E-16,0,1.16E-17,1.25E-16,1.06E-16
0,1585996.101,-2.18E-02,0,-0.035,0,0,0.9274831,-1.28E-08,0,2.46E-16,0,1.17E-17,1.25E-16,1.09E-16
0,1584915.774,-2.38E-02,0,-0.036,0,0,0.92685133,-1.39E-08,0,2.49E-16,0,1.18E-17,1.25E-16,1.12E-16
